Target,RA,DEC,Sp. Type,T_eff [K],V [mag],G [mag],Data product plots,Pre-upgrade DRS,Post-upgrade DRS,Pre-upgrade standard SERVAL,Post-upgrade standard SERVAL,Pre-upgrade mlc SERVAL (use these),Post-upgrade mlc SERVAL(use these),RA_deg,DEC_deg
GJ108,02:42:33.4664,-50:48:01.056,F8V,,5.4,5.2,,GJ108_harps_pre-drs.vels,GJ108_harps_post-drs.vels,GJ108_harps_pre-serval.vels,GJ108_harps_post-serval.vels,GJ108_harps_pre_serval-mlc.vels,GJ108_harps_post_serval-mlc.vels,40.63944333333333,-50.80029333333333
GJ1094,07:02:42.9174,-06:47:57.214,K4V,,8.4,8.0,GJ1094_plots.pdf,GJ1094_harps_pre-drs.vels,,GJ1094_harps_pre-serval.vels,,GJ1094_harps_pre_serval-mlc.vels,,105.67882249999998,-6.799226111111111
GJ1099,07:34:17.5861,+00:59:09.267,M2.5Ve,,11.9,10.9,GJ1099_plots.pdf,GJ1099_harps_pre-drs.vels,,GJ1099_harps_pre-serval.vels,,GJ1099_harps_pre_serval-mlc.vels,,113.57327541666666,0.9859074999999999
GJ10,00:11:15.8508,-15:28:04.740,F8VFe-0.8CH-0.5,,4.9,4.7,GJ10_plots.pdf,GJ10_harps_pre-drs.vels,,GJ10_harps_pre-serval.vels,,GJ10_harps_pre_serval-mlc.vels,,2.8160449999999995,-15.467983333333333
GJ1123,09:17:05.3224,-77:49:23.382,M4.5V,,13.1,11.6,GJ1123_plots.pdf,,,,,,,139.27217666666664,-77.82316166666666
GJ1126,09:30:28.0876,-32:06:12.253,K3.5V,,8.3,8.0,GJ1126_plots.pdf,GJ1126_harps_pre-drs.vels,GJ1126_harps_post-drs.vels,GJ1126_harps_pre-serval.vels,GJ1126_harps_post-serval.vels,GJ1126_harps_pre_serval-mlc.vels,GJ1126_harps_post_serval-mlc.vels,142.61703166666666,-32.10340361111111
GJ1129,09:44:47.3475,-18:12:48.962,M3.5Ve,,12.5,11.1,GJ1129_plots.pdf,GJ1129_harps_pre-drs.vels,,GJ1129_harps_pre-serval.vels,,GJ1129_harps_pre_serval-mlc.vels,,146.19728124999997,-18.213600555555555
GJ1132,10:14:51.7783,-47:09:24.189,M4,,13.5,12.1,,,GJ1132_harps_post-drs.vels,,GJ1132_harps_post-serval.vels,,GJ1132_harps_post_serval-mlc.vels,153.71574291666664,-47.15671916666667
GJ1135,10:41:09.3043,-36:53:43.665,M0.5,,9.9,9.3,GJ1135_plots.pdf,GJ1135_harps_pre-drs.vels,,GJ1135_harps_pre-serval.vels,,GJ1135_harps_pre_serval-mlc.vels,,160.28876791666664,-36.8954625
GJ1137,10:44:20.9151,-33:34:37.286,K2IV-V,4997.1,8.3,8.0,GJ1137_plots.pdf,GJ1137_harps_pre-drs.vels,GJ1137_harps_post-drs.vels,GJ1137_harps_pre-serval.vels,GJ1137_harps_post-serval.vels,GJ1137_harps_pre_serval-mlc.vels,GJ1137_harps_post_serval-mlc.vels,161.08714624999996,-33.577023888888895
GJ114.1,02:50:09.7348,-53:08:20.288,M1.5,,10.7,9.8,GJ114.1_plots.pdf,GJ114.1_harps_pre-drs.vels,,GJ114.1_harps_pre-serval.vels,,GJ114.1_harps_pre_serval-mlc.vels,,42.54056166666666,-53.13896888888889
GJ1144,11:16:22.1464,-14:41:36.154,K7V,4017.7,10.0,9.3,GJ1144_plots.pdf,GJ1144_harps_pre-drs.vels,,GJ1144_harps_pre-serval.vels,,GJ1144_harps_pre_serval-mlc.vels,,169.09227666666666,-14.693376111111112
GJ1145,11:17:07.5069,-27:48:48.710,K7,4077.0,9.8,9.1,GJ1145_plots.pdf,GJ1145_harps_pre-drs.vels,,GJ1145_harps_pre-serval.vels,,GJ1145_harps_pre_serval-mlc.vels,,169.28127874999998,-27.813530555555555
GJ1153,11:59:10.0086,-20:21:13.610,K2V,,7.9,7.6,GJ1153_plots.pdf,GJ1153_harps_pre-drs.vels,,GJ1153_harps_pre-serval.vels,,GJ1153_harps_pre_serval-mlc.vels,,179.79170249999996,-20.353780555555556
GJ115,02:50:41.4220,-44:04:52.687,F8V,,8.2,8.0,GJ115_plots.pdf,GJ115_harps_pre-drs.vels,,GJ115_harps_pre-serval.vels,,GJ115_harps_pre_serval-mlc.vels,,42.67259166666666,-44.08130194444445
GJ1161,12:35:33.5525,-34:52:54.906,K3.5Vk:,,7.8,7.5,GJ1161_plots.pdf,GJ1161_harps_pre-drs.vels,,GJ1161_harps_pre-serval.vels,,GJ1161_harps_pre_serval-mlc.vels,,188.8898020833333,-34.88191833333333
GJ1176.0,13:42:26.0345,-01:41:10.576,K7V,,9.2,8.8,GJ1176.0_plots.pdf,GJ1176.0_harps_pre-drs.vels,,GJ1176.0_harps_pre-serval.vels,,GJ1176.0_harps_pre_serval-mlc.vels,,205.6084770833333,-1.686271111111111
GJ1177,13:47:42.1636,-32:25:48.140,K6+K7V,4237.3,,,GJ1177_plots.pdf,GJ1177_harps_pre-drs.vels,GJ1177_harps_post-drs.vels,GJ1177_harps_pre-serval.vels,GJ1177_harps_post-serval.vels,GJ1177_harps_pre_serval-mlc.vels,GJ1177_harps_post_serval-mlc.vels,206.92568166666663,-32.43003888888889
GJ117,02:52:32.1281,-12:46:10.970,K1V,,6.1,5.8,GJ117_plots.pdf,GJ117_harps_pre-drs.vels,GJ117_harps_post-drs.vels,GJ117_harps_pre-serval.vels,GJ117_harps_post-serval.vels,GJ117_harps_pre_serval-mlc.vels,GJ117_harps_post_serval-mlc.vels,43.13386708333333,-12.769713888888889
GJ118,02:52:22.1697,-63:40:47.320,M2.5,,11.4,10.3,GJ118_plots.pdf,GJ118_harps_pre-drs.vels,,GJ118_harps_pre-serval.vels,,GJ118_harps_pre_serval-mlc.vels,,43.09237374999999,-63.67981111111111
GJ1191,15:22:36.6949,-10:39:40.054,K2V,4976.5,7.9,7.7,GJ1191_plots.pdf,GJ1191_harps_pre-drs.vels,GJ1191_harps_post-drs.vels,GJ1191_harps_pre-serval.vels,GJ1191_harps_post-serval.vels,GJ1191_harps_pre_serval-mlc.vels,GJ1191_harps_post_serval-mlc.vels,230.65289541666664,-10.66112611111111
GJ1214,17:15:18.9337,+04:57:50.064,M4.5V,,14.7,13.0,GJ1214_plots.pdf,GJ1214_harps_pre-drs.vels,GJ1214_harps_post-drs.vels,GJ1214_harps_pre-serval.vels,GJ1214_harps_post-serval.vels,GJ1214_harps_pre_serval-mlc.vels,GJ1214_harps_post_serval-mlc.vels,258.82889041666664,4.9639066666666665
GJ121,03:02:23.4993,-23:37:28.093,A3IV-V,7562.8,4.1,4.0,GJ121_plots.pdf,GJ121_harps_pre-drs.vels,,GJ121_harps_pre-serval.vels,,GJ121_harps_pre_serval-mlc.vels,,45.59791375,-23.624470277777778
GJ1224,18:07:32.8377,-15:57:47.066,M4.0Ve,,13.5,11.9,GJ1224_plots.pdf,GJ1224_harps_pre-drs.vels,,GJ1224_harps_pre-serval.vels,,GJ1224_harps_pre_serval-mlc.vels,,271.88682374999996,-15.963073888888887
GJ1232,19:09:50.8733,+17:40:06.408,M4V,,13.6,12.0,GJ1232_plots.pdf,GJ1232_harps_pre-drs.vels,,GJ1232_harps_pre-serval.vels,,GJ1232_harps_pre_serval-mlc.vels,,287.46197208333325,17.668446666666668
GJ1236,19:22:02.0706,+07:02:30.314,M4V,,12.3,11.3,GJ1236_plots.pdf,GJ1236_harps_pre-drs.vels,,GJ1236_harps_pre-serval.vels,,GJ1236_harps_pre_serval-mlc.vels,,290.5086275,7.041753888888889
GJ1239,19:32:30.2696,-35:27:06.210,K4+V,,8.6,8.3,GJ1239_plots.pdf,GJ1239_harps_pre-drs.vels,GJ1239_harps_post-drs.vels,GJ1239_harps_pre-serval.vels,GJ1239_harps_post-serval.vels,GJ1239_harps_pre_serval-mlc.vels,GJ1239_harps_post_serval-mlc.vels,293.12612333333334,-35.451725
GJ1247,19:58:32.9841,-54:56:12.809,K3+V,4746.9,8.5,8.2,GJ1247_plots.pdf,GJ1247_harps_pre-drs.vels,,GJ1247_harps_pre-serval.vels,,GJ1247_harps_pre_serval-mlc.vels,,299.63743374999996,-54.93689138888889
GJ1248,20:03:50.9967,+05:59:44.238,M2.5Ve,,12.2,11.1,GJ1248_plots.pdf,GJ1248_harps_pre-drs.vels,,GJ1248_harps_pre-serval.vels,,GJ1248_harps_pre_serval-mlc.vels,,300.96248625,5.995621666666667
GJ1256,20:40:33.8629,+15:29:58.728,M4.5V,,13.4,11.8,GJ1256_plots.pdf,GJ1256_harps_pre-drs.vels,,GJ1256_harps_pre-serval.vels,,GJ1256_harps_pre_serval-mlc.vels,,310.14109541666664,15.499646666666665
GJ1265,22:13:42.8628,-17:41:08.676,M5,,13.7,12.1,GJ1265_plots.pdf,GJ1265_harps_pre-drs.vels,,GJ1265_harps_pre-serval.vels,,GJ1265_harps_pre_serval-mlc.vels,,333.4285949999999,-17.685743333333335
GJ126,03:11:15.3682,-46:31:03.456,M1V,,11.6,10.8,GJ126_plots.pdf,GJ126_harps_pre-drs.vels,,GJ126_harps_pre-serval.vels,,GJ126_harps_pre_serval-mlc.vels,,47.81403416666666,-46.517626666666665
GJ1279,23:09:40.9509,-67:43:58.161,K6V,,8.4,7.8,GJ1279_plots.pdf,GJ1279_harps_pre-drs.vels,,GJ1279_harps_pre-serval.vels,,GJ1279_harps_pre_serval-mlc.vels,,347.42062874999993,-67.7328225
GJ1280,23:10:20.5696,-68:50:20.024,K3+Vk:,,8.8,8.4,GJ1280_plots.pdf,GJ1280_harps_pre-drs.vels,,GJ1280_harps_pre-serval.vels,,GJ1280_harps_pre_serval-mlc.vels,,347.5857066666666,-68.83889555555555
GJ1282,23:16:57.6873,-62:00:04.318,F6V,6296.0,5.6,5.5,GJ1282_plots.pdf,GJ1282_harps_pre-drs.vels,,GJ1282_harps_pre-serval.vels,,GJ1282_harps_pre_serval-mlc.vels,,349.24036375,-62.001199444444445
GJ128,03:12:46.4369,-01:11:45.949,F8.5V,6071.0,5.1,4.9,,GJ128_harps_pre-drs.vels,GJ128_harps_post-drs.vels,GJ128_harps_pre-serval.vels,GJ128_harps_post-serval.vels,GJ128_harps_pre_serval-mlc.vels,GJ128_harps_post_serval-mlc.vels,48.19348708333333,-1.1960969444444445
GJ12,00:15:49.2423,+13:33:22.318,M4V,,12.6,11.4,GJ12_plots.pdf,GJ12_harps_pre-drs.vels,,GJ12_harps_pre-serval.vels,,GJ12_harps_pre_serval-mlc.vels,,3.95517625,13.556199444444445
GJ131,03:14:44.6243,-26:26:46.495,K5.5Vk:,4329.9,9.1,8.7,GJ131_plots.pdf,GJ131_harps_pre-drs.vels,GJ131_harps_post-drs.vels,GJ131_harps_pre-serval.vels,GJ131_harps_post-serval.vels,GJ131_harps_pre_serval-mlc.vels,GJ131_harps_post_serval-mlc.vels,48.68593458333333,-26.446248611111113
GJ132,03:15:06.3903,-45:39:53.360,G5VFe-1.2CH-1,5908.7,6.8,6.6,GJ132_plots.pdf,GJ132_harps_pre-drs.vels,GJ132_harps_post-drs.vels,GJ132_harps_pre-serval.vels,GJ132_harps_post-serval.vels,GJ132_harps_pre_serval-mlc.vels,GJ132_harps_post_serval-mlc.vels,48.77662624999999,-45.66482222222222
GJ135,03:19:01.8944,-02:50:35.492,G1.5V,,7.0,6.9,GJ135_plots.pdf,GJ135_harps_pre-drs.vels,,GJ135_harps_pre-serval.vels,,GJ135_harps_pre_serval-mlc.vels,,49.75789333333332,-2.8431922222222226
GJ136,03:17:46.1632,-62:34:31.154,G2.5VHdel1,,5.5,5.3,GJ136_plots.pdf,GJ136_harps_pre-drs.vels,,GJ136_harps_pre-serval.vels,,GJ136_harps_pre_serval-mlc.vels,,49.44234666666666,-62.57532055555556
GJ138,03:18:12.8185,-62:30:22.917,G1V,,5.2,5.0,,GJ138_harps_pre-drs.vels,GJ138_harps_post-drs.vels,GJ138_harps_pre-serval.vels,GJ138_harps_post-serval.vels,GJ138_harps_pre_serval-mlc.vels,GJ138_harps_post_serval-mlc.vels,49.55341041666666,-62.506365833333334
GJ143.1,03:29:19.7918,-11:40:42.124,M0V,,10.0,9.3,GJ143.1_plots.pdf,GJ143.1_harps_pre-drs.vels,,GJ143.1_harps_pre-serval.vels,,GJ143.1_harps_pre_serval-mlc.vels,,52.33246583333332,-11.678367777777778
GJ143,03:26:59.2228,-63:29:56.761,K4.5V,,8.1,7.7,GJ143_plots.pdf,GJ143_harps_pre-drs.vels,GJ143_harps_post-drs.vels,GJ143_harps_pre-serval.vels,GJ143_harps_post-serval.vels,GJ143_harps_pre_serval-mlc.vels,GJ143_harps_post_serval-mlc.vels,51.746761666666664,-63.49910027777778
GJ144.0,03:32:55.8449,-09:27:29.731,K2V,,3.7,3.4,,GJ144.0_harps_pre-drs.vels,GJ144.0_harps_post-drs.vels,GJ144.0_harps_pre-serval.vels,GJ144.0_harps_post-serval.vels,GJ144.0_harps_pre_serval-mlc.vels,GJ144.0_harps_post_serval-mlc.vels,53.232687083333325,-9.45825861111111
GJ146,03:35:00.9398,-48:25:08.906,K5/M0V,,8.6,8.0,GJ146_plots.pdf,GJ146_harps_pre-drs.vels,,GJ146_harps_pre-serval.vels,,GJ146_harps_pre_serval-mlc.vels,,53.75391583333332,-48.41914055555555
GJ149,03:42:44.6762,-24:27:58.770,K4.5V,,9.2,8.8,GJ149_plots.pdf,GJ149_harps_pre-drs.vels,,GJ149_harps_pre-serval.vels,,GJ149_harps_pre_serval-mlc.vels,,55.68615083333333,-24.466324999999998
GJ150.0,03:43:14.9008,-09:45:48.208,K0+IV,,3.5,3.1,,GJ150.0_harps_pre-drs.vels,GJ150.0_harps_post-drs.vels,GJ150.0_harps_pre-serval.vels,GJ150.0_harps_post-serval.vels,GJ150.0_harps_pre_serval-mlc.vels,GJ150.0_harps_post_serval-mlc.vels,55.812086666666666,-9.763391111111112
GJ159,04:02:36.7451,-00:16:08.118,F7/8V,,5.4,5.2,GJ159_plots.pdf,GJ159_harps_pre-drs.vels,GJ159_harps_post-drs.vels,GJ159_harps_pre-serval.vels,GJ159_harps_post-serval.vels,GJ159_harps_pre_serval-mlc.vels,GJ159_harps_post_serval-mlc.vels,60.653104583333324,-0.26892166666666667
GJ16.1,00:18:41.8673,-08:03:10.805,G3VFe0.5,,6.5,6.3,,GJ16.1_harps_pre-drs.vels,GJ16.1_harps_post-drs.vels,GJ16.1_harps_pre-serval.vels,GJ16.1_harps_post-serval.vels,GJ16.1_harps_pre_serval-mlc.vels,GJ16.1_harps_post_serval-mlc.vels,4.674447083333332,-8.05300138888889
GJ160.2,04:06:34.8414,-20:51:11.225,K7V,,9.7,9.2,GJ160.2_plots.pdf,GJ160.2_harps_pre-drs.vels,,GJ160.2_harps_pre-serval.vels,,GJ160.2_harps_pre_serval-mlc.vels,,61.64517249999998,-20.85311805555556
GJ162.2,04:08:35.7179,-59:31:36.550,K5.5Vk:,4376.7,9.7,9.2,GJ162.2_plots.pdf,GJ162.2_harps_pre-drs.vels,GJ162.2_harps_post-drs.vels,GJ162.2_harps_pre-serval.vels,GJ162.2_harps_post-serval.vels,GJ162.2_harps_pre_serval-mlc.vels,GJ162.2_harps_post_serval-mlc.vels,62.14882458333333,-59.52681944444444
GJ163,04:09:15.6684,-53:22:25.289,M3.5,,11.8,10.7,,GJ163_harps_pre-drs.vels,GJ163_harps_post-drs.vels,GJ163_harps_pre-serval.vels,GJ163_harps_post-serval.vels,GJ163_harps_pre_serval-mlc.vels,GJ163_harps_post_serval-mlc.vels,62.315284999999996,-53.373691388888886
GJ167.2,04:17:09.0742,-26:02:48.745,M1,,11.8,11.0,GJ167.2_plots.pdf,GJ167.2_harps_pre-drs.vels,,GJ167.2_harps_pre-serval.vels,,GJ167.2_harps_pre_serval-mlc.vels,,64.28780916666665,-26.046873611111113
GJ16,00:18:16.5899,+10:12:10.038,M1V,3860.0,10.9,10.0,GJ16_plots.pdf,GJ16_harps_pre-drs.vels,,GJ16_harps_pre-serval.vels,,GJ16_harps_pre_serval-mlc.vels,,4.569124583333333,10.202788333333332
GJ173,04:37:41.8658,-11:02:19.970,M1V,,10.3,9.4,GJ173_plots.pdf,GJ173_harps_pre-drs.vels,,GJ173_harps_pre-serval.vels,,GJ173_harps_pre_serval-mlc.vels,,69.42444083333334,-11.038880555555556
GJ177.1,04:48:36.3850,-05:40:26.557,G2IV,,5.8,5.6,GJ177.1_plots.pdf,GJ177.1_harps_pre-drs.vels,,GJ177.1_harps_pre-serval.vels,,GJ177.1_harps_pre_serval-mlc.vels,,72.15160416666666,-5.674043611111111
GJ177,04:47:36.2917,-16:56:04.041,G2.5IV-V,5867.0,5.5,5.3,,GJ177_harps_pre-drs.vels,GJ177_harps_post-drs.vels,GJ177_harps_pre-serval.vels,GJ177_harps_post-serval.vels,GJ177_harps_pre_serval-mlc.vels,GJ177_harps_post_serval-mlc.vels,71.90121541666666,-16.934455833333335
GJ178,04:49:50.4109,+06:57:40.588,F6V,,3.2,3.0,GJ178_plots.pdf,GJ178_harps_pre-drs.vels,,GJ178_harps_pre-serval.vels,,GJ178_harps_pre_serval-mlc.vels,,72.46004541666666,6.961274444444444
GJ179,04:52:05.7323,+06:28:35.589,M2V,,12.0,10.7,GJ179_plots.pdf,GJ179_harps_pre-drs.vels,,GJ179_harps_pre-serval.vels,,GJ179_harps_pre_serval-mlc.vels,,73.02388458333333,6.4765525
GJ17,00:20:04.2599,-64:52:29.254,F9.5V,,4.2,4.0,,GJ17_harps_pre-drs.vels,GJ17_harps_post-drs.vels,GJ17_harps_pre-serval.vels,GJ17_harps_post-serval.vels,GJ17_harps_pre_serval-mlc.vels,GJ17_harps_post_serval-mlc.vels,5.017749583333333,-64.87479277777777
GJ18.0,00:24:25.9334,-27:01:36.382,K3V,,7.9,7.6,GJ18.0_plots.pdf,GJ18.0_harps_pre-drs.vels,,GJ18.0_harps_pre-serval.vels,,GJ18.0_harps_pre_serval-mlc.vels,,6.108055833333332,-27.026772777777776
GJ180,04:53:49.9799,-17:46:24.309,M3V,,10.9,9.9,GJ180_plots.pdf,GJ180_harps_pre-drs.vels,GJ180_harps_post-drs.vels,GJ180_harps_pre-serval.vels,GJ180_harps_post-serval.vels,GJ180_harps_pre_serval-mlc.vels,GJ180_harps_post_serval-mlc.vels,73.45824958333333,-17.773419166666667
GJ182,04:59:34.8341,+01:47:00.672,M0Ve,3986.1,10.1,9.3,GJ182_plots.pdf,GJ182_harps_pre-drs.vels,GJ182_harps_post-drs.vels,GJ182_harps_pre-serval.vels,GJ182_harps_post-serval.vels,GJ182_harps_pre_serval-mlc.vels,GJ182_harps_post_serval-mlc.vels,74.89514208333333,1.7835199999999998
GJ183,05:00:48.9991,-05:45:13.220,K3+V,,6.2,5.9,,GJ183_harps_pre-drs.vels,GJ183_harps_post-drs.vels,GJ183_harps_pre-serval.vels,GJ183_harps_post-serval.vels,GJ183_harps_pre_serval-mlc.vels,GJ183_harps_post_serval-mlc.vels,75.20416291666666,-5.753672222222222
GJ187,05:02:48.6863,-49:09:05.054,F5V,6560.7,5.4,5.2,GJ187_plots.pdf,GJ187_harps_pre-drs.vels,,GJ187_harps_pre-serval.vels,,GJ187_harps_pre_serval-mlc.vels,,75.70285958333332,-49.151403888888886
GJ188,05:07:27.0060,+18:38:42.179,G4V,,5.0,4.7,GJ188_plots.pdf,GJ188_harps_pre-drs.vels,,GJ188_harps_pre-serval.vels,,GJ188_harps_pre_serval-mlc.vels,,76.86252499999998,18.645049722222222
GJ189.2,05:08:43.6984,-04:27:22.340,F5.5VkF4mF2,6410.0,5.1,4.9,GJ189.2_plots.pdf,GJ189.2_harps_pre-drs.vels,,GJ189.2_harps_pre-serval.vels,,GJ189.2_harps_pre_serval-mlc.vels,,77.18207666666666,-4.456205555555556
GJ191,05:11:40.5893,-45:01:06.353,M1VIp,,8.9,8.1,,GJ191_harps_pre-drs.vels,GJ191_harps_post-drs.vels,GJ191_harps_pre-serval.vels,GJ191_harps_post-serval.vels,GJ191_harps_pre_serval-mlc.vels,GJ191_harps_post_serval-mlc.vels,77.91912208333333,-45.018431388888885
GJ19,00:25:45.0703,-77:15:15.286,G0V,,2.8,2.5,,GJ19_harps_pre-drs.vels,,GJ19_harps_pre-serval.vels,,GJ19_harps_pre_serval-mlc.vels,,6.437792916666666,-77.25424611111112
GJ1,00:05:24.4278,-37:21:26.504,M2V,,8.6,7.7,GJ1_plots.pdf,GJ1_harps_pre-drs.vels,,GJ1_harps_pre-serval.vels,,GJ1_harps_pre_serval-mlc.vels,,1.3517824999999997,-37.35736222222222
GJ2001,00:12:50.2492,-57:54:45.395,K0V,5400.2,7.2,7.0,GJ2001_plots.pdf,GJ2001_harps_pre-drs.vels,,GJ2001_harps_pre-serval.vels,,GJ2001_harps_pre_serval-mlc.vels,,3.2093716666666667,-57.91260972222222
GJ2018,01:00:18.4899,-25:36:52.750,K4.5V,,9.9,9.5,GJ2018_plots.pdf,GJ2018_harps_pre-drs.vels,,GJ2018_harps_pre-serval.vels,,GJ2018_harps_pre_serval-mlc.vels,,15.077041249999999,-25.614652777777778
GJ2030,03:23:17.7006,-07:47:38.751,G5/6V,4147.7,6.2,6.0,GJ2030_plots.pdf,GJ2030_harps_pre-drs.vels,,GJ2030_harps_pre-serval.vels,,GJ2030_harps_pre_serval-mlc.vels,,50.82375249999999,-7.7940974999999995
GJ2033,04:16:41.6739,-12:33:23.080,M1.5+V,3976.6,10.9,,GJ2033_plots.pdf,GJ2033_harps_pre-drs.vels,,GJ2033_harps_pre-serval.vels,,GJ2033_harps_pre_serval-mlc.vels,,64.17364124999999,-12.556411111111112
GJ2037,04:55:41.9104,-28:33:50.084,K3.5Vk:,,8.1,7.8,GJ2037_plots.pdf,GJ2037_harps_pre-drs.vels,,GJ2037_harps_pre-serval.vels,,GJ2037_harps_pre_serval-mlc.vels,,73.92462666666667,-28.56391222222222
GJ204.2,05:29:52.0221,-03:26:30.068,M3,,12.1,10.9,GJ204.2_plots.pdf,GJ204.2_harps_pre-drs.vels,,GJ204.2_harps_pre-serval.vels,,GJ204.2_harps_pre_serval-mlc.vels,,82.46675875,-3.441685555555556
GJ2046,05:54:04.2409,-60:01:24.491,K2.5V,4893.0,7.1,6.8,,GJ2046_harps_pre-drs.vels,GJ2046_harps_post-drs.vels,GJ2046_harps_pre-serval.vels,GJ2046_harps_post-serval.vels,GJ2046_harps_pre_serval-mlc.vels,GJ2046_harps_post_serval-mlc.vels,88.51767041666666,-60.023469722222224
GJ2049,06:21:53.8081,-22:43:24.070,M1Vk,,10.7,10.1,GJ2049_plots.pdf,GJ2049_harps_pre-drs.vels,,GJ2049_harps_pre-serval.vels,,GJ2049_harps_pre_serval-mlc.vels,,95.47420041666665,-22.723352777777777
GJ204,05:28:26.0954,-03:29:58.396,K5V,,7.6,7.2,,GJ204_harps_pre-drs.vels,GJ204_harps_post-drs.vels,GJ204_harps_pre-serval.vels,GJ204_harps_post-serval.vels,GJ204_harps_pre_serval-mlc.vels,GJ204_harps_post_serval-mlc.vels,82.10873083333333,-3.4995544444444446
GJ2056,07:12:04.8089,-24:53:31.491,M0,4069.9,10.4,9.7,GJ2056_plots.pdf,GJ2056_harps_pre-drs.vels,,GJ2056_harps_pre-serval.vels,,GJ2056_harps_pre_serval-mlc.vels,,108.02003708333332,-24.89208083333333
GJ2058,07:24:34.2541,-17:53:31.986,M0V:,4048.1,10.3,9.7,GJ2058_plots.pdf,GJ2058_harps_pre-drs.vels,GJ2058_harps_post-drs.vels,GJ2058_harps_pre-serval.vels,GJ2058_harps_post-serval.vels,GJ2058_harps_pre_serval-mlc.vels,GJ2058_harps_post_serval-mlc.vels,111.14272541666666,-17.892218333333332
GJ205,05:31:27.3958,-03:40:38.021,M1.5Ve,,8.0,7.1,GJ205_plots.pdf,GJ205_harps_pre-drs.vels,,GJ205_harps_pre-serval.vels,,GJ205_harps_pre_serval-mlc.vels,,82.86414916666666,-3.677228055555555
GJ2060,07:28:51.3714,-30:14:48.542,M1Ve,3952.6,10.0,9.1,GJ2060_plots.pdf,GJ2060_harps_pre-drs.vels,GJ2060_harps_post-drs.vels,GJ2060_harps_pre-serval.vels,GJ2060_harps_post-serval.vels,GJ2060_harps_pre_serval-mlc.vels,GJ2060_harps_post_serval-mlc.vels,112.21404749999999,-30.246817222222223
GJ2066,08:16:07.9814,+01:18:09.267,M2.0V,,10.1,9.1,,GJ2066_harps_pre-drs.vels,GJ2066_harps_post-drs.vels,GJ2066_harps_pre-serval.vels,GJ2066_harps_post-serval.vels,GJ2066_harps_pre_serval-mlc.vels,GJ2066_harps_post_serval-mlc.vels,124.03325583333331,1.3025741666666668
GJ2085,11:23:44.5739,+08:33:48.554,M0V,,11.2,10.3,GJ2085_plots.pdf,GJ2085_harps_pre-drs.vels,,GJ2085_harps_pre-serval.vels,,GJ2085_harps_pre_serval-mlc.vels,,170.93572458333333,8.563487222222223
GJ208,05:36:30.9904,+11:19:40.331,K6V,4105.0,8.9,8.2,GJ208_plots.pdf,GJ208_harps_pre-drs.vels,GJ208_harps_post-drs.vels,GJ208_harps_pre-serval.vels,GJ208_harps_post-serval.vels,GJ208_harps_pre_serval-mlc.vels,GJ208_harps_post_serval-mlc.vels,84.12912666666665,11.327869722222221
GJ2119,16:12:52.5449,-47:06:32.477,M2,4112.8,11.1,10.4,GJ2119_plots.pdf,GJ2119_harps_pre-drs.vels,GJ2119_harps_post-drs.vels,GJ2119_harps_pre-serval.vels,GJ2119_harps_post-serval.vels,GJ2119_harps_pre_serval-mlc.vels,GJ2119_harps_post_serval-mlc.vels,243.2189370833333,-47.10902138888889
GJ2126,17:09:26.6221,-35:23:28.781,M0V:,4290.5,10.7,10.1,,GJ2126_harps_pre-drs.vels,GJ2126_harps_post-drs.vels,GJ2126_harps_pre-serval.vels,GJ2126_harps_post-serval.vels,GJ2126_harps_pre_serval-mlc.vels,GJ2126_harps_post_serval-mlc.vels,257.36092541666665,-35.391328055555554
GJ2127,17:15:57.5084,-44:14:39.414,K7,,10.3,9.7,GJ2127_plots.pdf,GJ2127_harps_pre-drs.vels,GJ2127_harps_post-drs.vels,GJ2127_harps_pre-serval.vels,GJ2127_harps_post-serval.vels,GJ2127_harps_pre_serval-mlc.vels,GJ2127_harps_post_serval-mlc.vels,258.9896183333333,-44.244281666666666
GJ2128,17:16:40.9809,+08:03:30.204,M2.5Ve,,11.5,10.5,GJ2128_plots.pdf,GJ2128_harps_pre-drs.vels,,GJ2128_harps_pre-serval.vels,,GJ2128_harps_pre_serval-mlc.vels,,259.17075374999996,8.058390000000001
GJ2137,18:29:22.3031,-27:58:19.018,K(2)V,,9.4,8.9,GJ2137_plots.pdf,GJ2137_harps_pre-drs.vels,,GJ2137_harps_pre-serval.vels,,GJ2137_harps_pre_serval-mlc.vels,,277.3429295833333,-27.971949444444444
GJ213,05:42:09.2672,+12:29:21.611,M4V,,11.5,10.1,,GJ213_harps_pre-drs.vels,GJ213_harps_post-drs.vels,GJ213_harps_pre-serval.vels,GJ213_harps_post-serval.vels,GJ213_harps_pre_serval-mlc.vels,GJ213_harps_post_serval-mlc.vels,85.53861333333332,12.489336388888889
GJ214,05:41:53.6864,-15:37:49.950,G8+VCN+1,,7.4,7.2,GJ214_plots.pdf,GJ214_harps_pre-drs.vels,,GJ214_harps_pre-serval.vels,,GJ214_harps_pre_serval-mlc.vels,,85.47369333333332,-15.630541666666668
GJ218,05:47:40.5789,-36:19:42.834,M1.5,,10.7,9.8,GJ218_plots.pdf,GJ218_harps_pre-drs.vels,,GJ218_harps_pre-serval.vels,,GJ218_harps_pre_serval-mlc.vels,,86.91907875,-36.328565000000005
